order_id,customer_id,customer_name,product,quantity,unit_price,order_date,status,country
138,35,Yvonne Davis,Mouse,2,98.86,2025-10-08,cancelled,
139,96,Ashley Hopkins,Headset,5,664.34,2026-04-09,,IT
140,90,Kimberly Adams,Keyboard,5,755.7,2025-09-10,,FR
141,11,Traci Cortez,Headset,1,1335.24,2025-09-22,cancelled,
142,33,Dennis Dudley,Laptop,2,351.1,2026-06-10,completed,IT
143,74,Michael Vaughn,Laptop,3,711.05,2026-07-11,,IT
144,24,Scott Campbell DVM,Headset,7,955.83,2026-01-12,,GR
145,61,Kimberly Vaughan,Monitor,7,506.63,2026-02-11,completed,DE
146,43,Geoffrey Conrad,Keyboard,8,439.44,2025-11-25,,
147,5,Amanda Bennett,Keyboard,2,478.63,2026-01-22,cancelled,GR
148,99,Donald Hunter,Keyboard,9,1239.14,2026-02-19,completed,
149,60,Renee Torres,Keyboard,1,289.5,2026-02-04,cancelled,
150,97,Kathleen Russell,Keyboard,8,1142.39,2025-12-12,pending,IT
151,71,Justin Jones,Mouse,5,662.79,2026-03-31,,GR
152,4,Holly Lawrence,Headset,4,1067.58,2025-10-22,cancelled,
153,2,Richard Osborne,Headset,7,148.88,2026-07-01,completed,FR
154,16,Cheryl Schaefer,Mouse,8,1399.65,2026-04-29,cancelled,
155,91,Nathan Carter,Monitor,7,1253.74,2026-05-18,,DE
156,59,Paige Parks,Headset,3,581.54,2026-04-12,pending,GR
157,36,Tanya Booth,Keyboard,6,1402.03,2026-01-15,cancelled,GR
158,37,Steven Bender,Monitor,10,874.09,2026-04-27,,DE
159,58,Lauren Owens,Headset,8,524.23,2026-06-14,,FR
160,42,Heather Hernandez,Mouse,4,861.98,2025-08-23,pending,FR
161,6,Eric Harrison,Monitor,8,1060.79,2025-10-30,,FR
162,85,David Hopkins,Mouse,8,1447.59,2025-11-21,pending,
163,76,Daniel Vaughn,Monitor,2,1312.54,2026-07-18,,GR
164,68,Peter Pugh,Keyboard,1,1086.44,2026-06-07,,DE
165,10,Michael Dalton,Keyboard,5,514.46,2026-05-26,,GR
166,43,Lisa Campbell,Headset,7,1431.67,2025-08-09,,
167,5,Peter Leblanc,Headset,2,359.81,2026-04-02,cancelled,DE
168,96,Charles Taylor,Laptop,7,1467.72,2026-07-19,completed,FR
169,22,Charles Morgan,Monitor,1,78.53,2026-05-27,completed,IT
170,46,Tammy Brown,Monitor,7,226.9,2025-12-20,,
171,88,Kevin Beck,Mouse,3,270.85,2025-08-04,,
172,88,Victoria Hernandez,Mouse,8,1370.12,2026-05-18,pending,DE
173,60,Christopher Smith,Monitor,8,390.44,2026-04-07,completed,FR
174,37,Teresa Jones,Headset,3,120.05,2025-08-07,cancelled,
175,39,Michael Mathews,Keyboard,5,690.69,2025-12-25,cancelled,DE
176,50,Christine Mcdonald,Keyboard,2,363.44,2026-03-24,cancelled,
177,38,Nathan Black,Monitor,1,1467.14,2026-07-05,,IT
178,2,Maria Wyatt,Headset,1,1366.82,2025-08-22,,IT
179,100,Joseph Riley,Mouse,10,1204.88,2025-12-06,pending,DE
180,80,Shannon Erickson,Monitor,3,946.09,2026-07-03,completed,IT
181,57,Rebecca Ryan,Laptop,10,553.64,2026-05-15,pending,GR
182,38,Lisa Pierce,Monitor,7,271.7,2026-05-01,pending,
183,47,Jill Hernandez,Headset,9,1371.1,2026-02-01,pending,IT
184,62,Nicole Mitchell,Monitor,6,1208.31,2026-02-08,,GR
185,19,Pamela Colon,Mouse,7,1451.23,2025-10-24,cancelled,GR
186,51,Robert Rhodes,Laptop,5,809.49,2026-05-05,,IT
187,87,Alan Brown,Monitor,10,577.73,2026-01-18,cancelled,GR
188,87,Mrs. Lisa Campbell DVM,Mouse,8,47.29,2026-04-11,cancelled,
189,29,Tanya Munoz,Laptop,8,1364.99,2026-03-18,cancelled,FR
190,15,Cynthia Robinson,Mouse,1,1419.93,2025-10-27,cancelled,FR
191,15,Crystal Hernandez,Laptop,4,1332.02,2026-05-12,pending,FR
192,59,Christopher Gregory,Monitor,9,634.5,2025-12-25,pending,FR
193,84,Edward Hall,Laptop,8,927.32,2025-12-11,cancelled,GR
194,89,Cody Taylor,Monitor,4,670.64,2026-05-13,pending,IT
195,13,Craig Graham,Monitor,9,1353.53,2025-08-10,cancelled,GR
196,51,Rhonda Sullivan,Monitor,4,1452.63,2025-11-02,,GR
197,85,Dawn Johnston,Mouse,10,1456.93,2026-07-14,completed,IT
198,32,Laura Hall,Mouse,10,315.76,2026-07-12,pending,
199,28,Chelsea Brown,Mouse,6,1163.81,2025-12-28,completed,IT
200,19,Matthew Warner,Mouse,9,383.47,2026-03-28,pending,GR
201,85,Robert Taylor,Laptop,3,32.14,2025-08-18,pending,
202,42,Tracy Wheeler,Laptop,3,405.4,2026-03-25,pending,FR
203,68,Michael Clark,Laptop,2,719.61,2025-10-16,cancelled,
204,76,Daniel Dunn,Laptop,8,760.72,2026-04-13,completed,
205,39,John Brown,Keyboard,1,100.63,2026-07-06,,FR
206,55,Jonathon Nguyen,Laptop,8,1071.48,2026-04-19,,GR
207,11,Deborah Anthony,Monitor,10,231.02,2026-01-14,pending,IT
208,80,Andrew Jackson,Headset,9,1071.11,2025-12-07,,
209,68,Kathryn Phillips,Monitor,8,763.27,2025-11-10,,GR
210,90,Jordan Glover,Laptop,9,1084.05,2026-01-06,pending,FR
211,58,William Velazquez,Mouse,7,515.01,2025-08-30,,FR
212,54,Jessica Henry,Laptop,6,645.88,2026-02-15,cancelled,IT
213,20,Krystal Hahn,Keyboard,2,145.92,2025-12-19,completed,GR
214,56,Joshua Nguyen,Laptop,6,1219.54,2025-09-27,completed,
215,72,Shannon Petersen,Headset,6,1008.32,2026-04-03,,IT
216,86,Aaron James,Keyboard,1,1452.91,2026-07-14,cancelled,IT
217,14,Alison Evans,Headset,9,326.98,2026-03-05,,DE
218,14,Thomas Walker,Monitor,9,557.67,2025-12-21,cancelled,
219,29,Cathy Valenzuela,Keyboard,9,1462.07,2026-03-09,completed,
220,85,Tracy Russell,Monitor,1,278.82,2026-05-14,cancelled,IT
221,45,Tiffany White,Laptop,3,1306.1,2025-11-25,,GR
222,19,Brian Baker,Laptop,2,1121.71,2025-09-20,pending,FR
223,54,Sarah Randall,Keyboard,6,244.54,2026-02-22,cancelled,IT
224,100,Emily Hicks,Headset,10,136.59,2025-12-22,completed,DE
225,21,Russell Mitchell,Headset,1,1014.21,2025-11-06,cancelled,FR
226,85,Vanessa Ross,Keyboard,8,914.54,2025-12-27,,IT
227,28,Annette Gutierrez,Headset,2,524.31,2026-02-05,completed,IT
228,87,Margaret Ward,Headset,8,795.13,2025-09-22,cancelled,GR
229,29,Terry Green,Keyboard,10,91.63,2026-02-01,pending,IT
230,28,David Smith,Mouse,5,441.28,2025-12-11,completed,GR
231,64,Yolanda Sanchez,Keyboard,3,202.49,2025-10-07,pending,
232,72,Janet Short,Monitor,2,601.64,2026-03-16,completed,FR
233,3,Alexis Edwards,Keyboard,2,1294.54,2025-12-07,,
234,52,Michael Garcia,Keyboard,5,181.61,2026-04-12,completed,IT
235,22,Michael Torres,Headset,8,1249.72,2025-11-13,cancelled,GR
236,56,Edward Anderson,Laptop,4,659.16,2026-07-19,,
237,11,Brent Walton,Keyboard,5,1121.25,2025-09-22,pending,IT
238,100,Abigail Elliott,Mouse,2,770.62,2025-08-05,completed,
239,66,Christina Wilson,Mouse,6,533.14,2026-04-25,pending,DE
240,14,Kimberly Barber,Mouse,5,303.93,2026-03-16,pending,GR
241,23,Victor Nguyen,Keyboard,8,1134.12,2025-07-30,,
242,83,Austin Castaneda,Headset,6,1297.73,2026-04-11,cancelled,DE
243,57,Olivia Turner,Laptop,8,668.89,2025-12-19,cancelled,IT
244,76,Heather Rogers,Laptop,6,765.93,2026-05-08,cancelled,FR
245,58,Derek Rivera,Laptop,1,559.42,2025-09-21,cancelled,GR
246,83,Troy Hernandez,Laptop,10,895.18,2026-01-20,,FR
247,75,Brian Hodge,Headset,1,680.1,2025-11-08,pending,IT
248,78,Melissa Sweeney,Keyboard,9,234.78,2026-04-08,completed,FR
249,14,Jennifer Bates,Monitor,2,761.78,2026-05-26,pending,GR
250,32,Christopher Wood,Keyboard,8,790.86,2026-01-14,pending,IT
251,48,Sherri Arnold,Monitor,7,619.07,2025-08-01,cancelled,
252,7,Jamie Holden,Monitor,2,501.24,2026-04-10,,IT
253,33,Stacey Perez,Headset,3,506.71,2025-08-17,pending,IT
254,40,Michael Cook,Keyboard,3,896.61,2026-06-28,completed,IT
255,72,Ricardo Barr,Keyboard,6,1221.65,2026-06-09,completed,FR
256,66,Richard Yang,Monitor,1,550.27,2025-09-15,pending,DE
257,44,Maria Jones,Keyboard,4,347.55,2025-08-15,pending,DE
258,10,Olivia Benson,Monitor,2,766.46,2026-05-19,completed,IT
259,99,Tricia Martinez,Headset,3,899.9,2025-10-03,pending,DE
260,24,John Christensen,Headset,3,1084.56,2025-09-29,completed,FR
261,47,Charles Smith,Mouse,8,919.79,2026-02-19,,DE
262,69,Regina Romero,Mouse,5,1448.74,2025-10-04,,DE
263,48,Kayla Harrison,Headset,8,697.9,2026-06-14,cancelled,FR
264,65,Michael Fuller,Headset,7,1449.74,2025-12-05,pending,
265,18,Brandon Norton,Monitor,1,965.36,2025-12-27,cancelled,
266,14,Antonio Beasley,Headset,2,434.74,2025-08-10,pending,IT
267,58,Wendy Ward,Headset,3,1248.26,2025-11-29,completed,DE
268,58,Albert Cook,Monitor,1,628.2,2026-01-27,,
269,48,Jennifer Johnson,Mouse,7,1491.84,2025-11-23,cancelled,DE
270,4,Anne Donaldson,Monitor,2,1260.37,2025-07-29,cancelled,DE
271,18,Julie Miller,Laptop,5,1376.92,2026-03-01,,DE
272,98,Juan Davis,Keyboard,8,926.87,2025-12-19,completed,GR
273,33,Tracey Parsons,Mouse,3,827.72,2025-12-28,,GR
274,100,Haley Miles,Monitor,4,458.72,2026-06-03,completed,DE
275,54,David Mclaughlin,Headset,8,103.58,2026-02-06,,
276,69,Valerie Carpenter,Laptop,9,866.82,2026-02-17,pending,IT
277,55,Carol Blake,Laptop,10,535.7,2025-08-16,,DE
278,86,Danny Bryant,Laptop,9,1462.24,2025-09-06,completed,
279,70,Ruth Copeland,Headset,9,835.69,2025-09-05,,FR
280,6,Sean Medina,Keyboard,6,387.94,2025-11-26,completed,IT
281,9,Amy Clark,Monitor,4,1102.08,2026-01-31,completed,
282,95,James Harris,Monitor,3,76.06,2025-08-21,cancelled,DE
283,100,Alexander Yang,Keyboard,8,951.29,2025-08-26,pending,GR
284,92,Dylan Henry,Keyboard,1,447.23,2026-03-07,completed,DE
285,6,Anthony Welch,Monitor,5,777.92,2026-04-25,,IT
286,5,Jordan Mata,Mouse,5,541.89,2025-07-30,completed,IT
287,35,Donald Carroll,Laptop,6,661.06,2026-05-18,,FR
288,50,Brenda Poole,Monitor,3,749.34,2026-03-11,,IT
289,67,Edward Dalton,Monitor,2,1093.35,2026-04-09,completed,FR
290,78,Joseph Murphy,Mouse,9,447.71,2025-08-03,completed,GR
291,42,Benjamin Adams,Monitor,5,674.41,2026-03-31,,DE
292,89,Patricia Rogers,Keyboard,6,676.22,2025-11-07,cancelled,
293,56,Jason Kirk,Monitor,1,121.81,2026-06-11,,IT
294,66,William Gonzalez,Mouse,1,222.74,2026-07-11,,GR
295,17,Robert Arnold,Laptop,4,1169.99,2026-06-10,cancelled,IT
296,50,Deborah Williams,Headset,1,911.59,2025-12-28,,IT
297,48,Vernon Williams,Keyboard,2,865.14,2025-08-14,cancelled,FR
298,41,Mark Brandt,Monitor,4,1441.17,2025-12-12,completed,DE
299,64,James Logan,Headset,7,1371.18,2025-12-04,completed,IT
300,100,Timothy Nelson,Monitor,8,329.71,2025-08-10,cancelled,FR
301,26,Anthony Howard,Laptop,3,1280.71,2025-12-24,,DE
302,92,Brandon Jackson,Keyboard,2,1217.66,2026-02-28,cancelled,IT
303,91,Mike Lara DDS,Laptop,9,817.84,2026-03-08,cancelled,DE
304,92,Kelly Willis,Mouse,6,768.05,2025-10-02,completed,DE
305,18,Angel Rodriguez,Mouse,8,49.16,2026-07-12,cancelled,FR
306,71,Brooke Schroeder,Mouse,10,1327.53,2025-10-08,completed,IT
307,51,Erika Morton,Keyboard,9,622.08,2026-07-19,,
308,10,Jennifer Garcia,Mouse,6,967.08,2025-12-15,,FR
309,88,Scott Wells,Headset,6,201.22,2025-10-30,pending,DE
310,56,Michael Santiago,Headset,1,1248.77,2026-06-26,pending,IT
311,22,Eric Shaw,Mouse,6,1402.76,2026-03-19,pending,IT
312,67,Blake Conway,Monitor,2,383.4,2025-08-15,cancelled,DE
313,81,Ian Bates DDS,Monitor,10,804.88,2025-09-13,pending,
314,75,Mindy Russell,Mouse,3,991.51,2025-08-08,cancelled,
315,6,Alan Charles,Laptop,2,77.74,2026-02-07,cancelled,DE
316,99,William Fischer,Headset,7,930.98,2025-08-28,completed,FR
317,81,Jennifer Hood,Headset,5,966.44,2025-12-22,cancelled,FR
318,32,Maria Lawrence,Keyboard,5,685.78,2026-07-23,completed,DE
319,57,Levi Trevino,Keyboard,8,702.02,2025-08-11,cancelled,
320,19,Frank Powers,Monitor,6,1103.96,2026-07-21,cancelled,FR
321,17,Melanie Ramirez,Monitor,9,846.86,2025-12-16,cancelled,DE
322,60,Karen Peterson,Laptop,5,679.9,2025-11-20,pending,GR
323,7,Michael Wright,Monitor,7,1297.6,2026-04-09,,DE
324,21,Katherine Fields,Monitor,10,1084.48,2026-01-04,pending,DE
325,64,Kim Andrews,Headset,8,753.15,2025-07-25,cancelled,FR
326,3,Elizabeth Gillespie,Laptop,7,763.11,2026-03-15,pending,DE
327,75,Ariel Phillips,Monitor,1,85.31,2026-05-03,,
328,84,Joshua Williams,Keyboard,5,809.67,2025-12-27,completed,FR
329,18,Christina Stafford,Monitor,6,1148.15,2026-07-07,cancelled,GR
330,52,Jeffrey Hawkins,Laptop,10,847.11,2026-05-05,cancelled,
331,37,Ashley Davis,Laptop,7,761.34,2025-10-05,cancelled,
332,88,Anthony Ray,Headset,2,201.71,2025-11-07,completed,FR
333,48,Hannah Mann,Monitor,9,1409.03,2025-08-26,pending,DE
334,78,Jonathan Hensley,Headset,7,755.12,2026-05-08,completed,GR
335,18,Michael Hendrix,Monitor,8,783.81,2026-02-23,pending,
336,66,Kim Campos,Mouse,6,1397.74,2026-04-12,cancelled,DE
337,51,Mr. Thomas Alexander,Headset,5,894.65,2025-09-06,,
338,39,Hailey Mercado,Keyboard,1,558.85,2026-01-11,completed,FR
339,75,Natalie Maxwell,Monitor,1,899.4,2025-08-09,cancelled,
340,74,John Thompson,Mouse,1,879.45,2026-01-21,pending,
341,81,Kristen Frazier,Headset,7,230.19,2025-12-07,pending,GR
342,74,Michael Hancock,Laptop,4,38.22,2025-12-27,cancelled,FR
343,20,Douglas Allen,Keyboard,4,621.46,2026-02-14,,GR
344,91,Benjamin Hayden,Mouse,9,318.94,2026-03-20,cancelled,FR
345,68,Ronald Perez,Keyboard,6,1435.46,2026-02-18,,
346,44,Jennifer Wolfe,Headset,6,1017.04,2026-05-19,cancelled,
347,62,Linda Henderson,Mouse,4,425.72,2026-02-27,cancelled,DE
348,39,Ariel Martinez,Monitor,4,1038.46,2026-05-01,,IT
349,62,Mark Jordan,Monitor,9,1401.21,2025-10-12,cancelled,IT
350,16,Derrick Davis,Headset,9,575.74,2026-06-19,,IT
351,99,Aaron Martin,Mouse,5,72.68,2026-03-01,completed,IT
352,57,Linda Hicks,Monitor,8,328.84,2026-04-15,cancelled,
353,90,Oscar Mcclain,Monitor,3,172.75,2026-06-15,pending,DE
354,7,Zachary Porter MD,Headset,4,960.54,2025-08-07,completed,GR
355,53,Alexander Guerrero,Monitor,8,159.81,2025-11-27,pending,GR
356,71,Monique West,Mouse,7,982.81,2025-12-14,,FR
357,84,Johnathan Holmes,Mouse,5,488.54,2025-10-30,completed,GR
358,84,Emily Becker,Headset,4,807.38,2026-02-20,completed,DE
359,54,Mary Smith,Mouse,1,1495.79,2025-08-19,,FR
360,24,William Clarke,Monitor,1,23.81,2025-11-12,completed,IT
361,37,Stephanie Gutierrez,Keyboard,9,791.23,2026-02-21,pending,
362,60,Cindy Dickerson,Monitor,4,1215.13,2026-02-12,cancelled,DE
363,94,Carolyn Craig,Keyboard,5,1080.71,2026-07-17,completed,IT
364,38,Lisa Little,Headset,4,271.49,2026-03-13,,FR
365,66,Cathy Perez,Monitor,2,607.24,2025-10-31,completed,DE
366,18,Timothy Allen,Keyboard,6,1404.38,2025-08-24,completed,IT
367,50,Brian Horton,Mouse,8,1133.1,2026-02-14,cancelled,IT
368,75,Aaron Hill,Headset,1,399.71,2025-10-16,cancelled,DE
369,8,Amy Riley,Laptop,8,467.14,2025-11-09,,
370,91,Jenna Pearson,Monitor,2,961.68,2026-04-21,cancelled,IT
371,79,Teresa Williams,Mouse,4,1436.47,2026-06-26,,DE
372,59,Samuel Lewis,Headset,6,629.61,2026-06-27,,
373,86,James Torres,Mouse,4,1023.71,2026-07-23,completed,
374,58,Christine Espinoza,Headset,6,126.37,2026-04-14,completed,GR
375,71,Jamie Smith,Headset,4,863.33,2025-09-25,pending,DE
376,42,Sandra Kim,Headset,8,183.2,2025-12-16,pending,
377,63,Kent Baker,Laptop,9,673.77,2026-04-07,completed,FR
378,17,Shannon Trevino,Headset,7,690.63,2026-03-24,completed,
379,60,Sarah Davis,Monitor,1,599.96,2025-12-30,completed,DE
380,75,Mary Wright,Laptop,1,641.31,2026-01-07,completed,
381,8,Jason Davis,Laptop,8,57.28,2025-12-03,,DE
382,99,Tamara Ferguson,Mouse,7,567.95,2026-02-13,,FR
383,49,Sara Johnson,Keyboard,2,1027.27,2025-11-08,pending,IT
